"Autosampler.Position","Species.ID","Tree.ID","Lab.No","Lab.ID","FID.File","FID.Date","FID.Time","FID.Channel.CH4","Certified.Value.CO2...10","CH4.Area","CH4.ppm","CH4.Unit","FID.Channel.CO2","Certified.Value.CO2...15","CO2.Area","CO2.ppm","CO2.Unit","ECD.File","ECD.Date","ECD.Time","ECD.Channel.O2","Certified.Value.O2","O2.Area","O2.ppm","ECD.Channel.N2O","Certified.Value.N2O","N2O.Area","N2O.ppm","N2O.Unit","CO2_concentration","CH4_concentration","N2O_concentration","O2_concentration"
238,"BLANK","BLANK",528,"BLANK","F220930s528.CHR",2022-10-04,1899-12-31 08:29:15,"CH4",1.413,0.393,2.0177,"ppm","CO2",1.953,103.7636,173.9234,"ppm","E220930s528.CHR",2022-10-04,1899-12-31 08:29:15,"O2",1.166,3144.2458,128216.3358,"N2O",2.266,57.8855,0.0385,"ppm",258.419824989421,0,0.195340535458375,150920.025456832
239,"Ambient 210803","Amb12",529,"529g","F220930s529.CHR",2022-10-04,1899-12-31 08:34:40,"CH4",1.413,0.4062,2.0748,"ppm","CO2",1.96,152.055,352.3962,"ppm","E220930s529.CHR",2022-10-04,1899-12-31 08:34:40,"O2",1.166,3599.9132,185945.1479,"N2O",2.273,77.6808,0.1196,"ppm",436.658778792316,0,0.27215724283971,202129.13556437
240,"BLANK","BLANK",530,"BLANK","F220930s530.CHR",2022-10-04,1899-12-31 08:40:04,"CH4",1.406,0.3232,1.7158,"ppm","CO2",1.946,97.012,148.9712,"ppm","E220930s530.CHR",2022-10-04,1899-12-31 08:40:04,"O2",1.156,3030.9203,117908.9925,"N2O",2.26,56.1568,0.0314,"ppm",233.517347837225,0,0.188633894425216,139212.33935965
241,"Ambient 210803.2","Amb13",531,"531g","F220930s531.CHR",2022-10-04,1899-12-31 08:45:28,"CH4",1.406,0.432,2.1864,"ppm","CO2",1.95,153.4856,357.6833,"ppm","E220930s531.CHR",2022-10-04,1899-12-31 08:45:28,"O2",1.16,3518.9774,174008.837,"N2O",2.26,75.7696,0.1118,"ppm",441.942247599275,0,0.264739195612254,192549.767097953
242,"BLANK","BLANK",532,"BLANK","F220930s532.CHR",2022-10-04,1899-12-31 08:50:53,"CH4",1.413,0.2776,1.5186,"ppm","CO2",1.956,83.2676,98.1754,"ppm","E220930s532.CHR",2022-10-04,1899-12-31 08:50:53,"O2",1.166,2850.1774,103211.4257,"N2O",2.27,46.2568,0,"ppm",182.83566878945,0,0.150231157929696,121387.215536779
243,"Ambient 210804","Amb14",533,"533g","F220930s533.CHR",2022-10-04,1899-12-31 08:56:17,"CH4",1.41,0.5136,2.5394,"ppm","CO2",1.95,168.101,411.6981,"ppm","E220930s533.CHR",2022-10-04,1899-12-31 08:56:17,"O2",1.16,3520.284,174201.5328,"N2O",2.263,76.7586,0.1159,"ppm",495.930356695679,0,0.26857781555938,192702.754222878
244,"BLANK","BLANK",534,"BLANK","F220930s534.CHR",2022-10-04,1899-12-31 09:01:41,"CH4",1.406,0.3196,1.7003,"ppm","CO2",1.95,103.7019,173.6954,"ppm","E220930s534.CHR",2022-10-04,1899-12-31 09:01:41,"O2",1.16,3061.9202,120605.0923,"N2O",2.263,54.7486,0.0256,"ppm",258.192232924693,0,0.18317085917523,142374.254748909
245,"Ambient 210806","Amb15",535,"535g","F220930s535.CHR",2022-10-04,1899-12-31 09:07:06,"CH4",1.403,0.4512,2.2695,"ppm","CO2",1.946,153.0879,356.2135,"ppm","E220930s535.CHR",2022-10-04,1899-12-31 09:07:06,"O2",1.16,3490.064,169744.7249,"N2O",2.26,76.8434,0.1162,"ppm",440.473449554923,0,0.26890695510943,189178.288006593
246,"BLANK","BLANK",536,"BLANK","F220930s536.CHR",2022-10-04,1899-12-31 09:12:30,"CH4",1.41,0.298,1.6068,"ppm","CO2",1.946,92.4872,132.2487,"ppm","E220930s536.CHR",2022-10-04,1899-12-31 09:12:30,"O2",1.156,2957.2166,111683.4017,"N2O",2.256,50.9434,0.01,"ppm",216.830497642526,0,0.168409683611521,131817.78448176
247,"Ambient 210809","Amb16",537,"537g","F220930s537.CHR",2022-10-04,1899-12-31 09:17:54,"CH4",1.42,0.424,2.1518,"ppm","CO2",1.963,165.7802,403.1211,"ppm","E220930s537.CHR",2022-10-04,1899-12-31 09:17:54,"O2",1.17,3628.4712,190156.8461,"N2O",2.276,78.3416,0.1223,"ppm",487.356200712806,0,0.274722119070063,205559.050140617
248,"BLANK","BLANK",538,"BLANK","F220930s538.CHR",2022-10-04,1899-12-31 09:23:19,"CH4",1.413,0.3775,1.9507,"ppm","CO2",1.956,104.8107,177.7932,"ppm","E220930s538.CHR",2022-10-04,1899-12-31 09:23:19,"O2",1.17,3138.8412,127689.6656,"N2O",2.266,57.2514,0.0359,"ppm",262.282303670378,0,0.192880458549517,150352.374833016
249,"Ambient 210810","Amb17",539,"539g","F220930s539.CHR",2022-10-04,1899-12-31 09:28:44,"CH4",1.413,0.444,2.2383,"ppm","CO2",1.953,222.5978,613.1045,"ppm","E220930s539.CHR",2022-10-04,1899-12-31 09:28:44,"O2",1.166,3530.6422,175729.1472,"N2O",2.263,80.7983,0.1324,"ppm",697.409786773031,0,0.284258073468815,193917.501236055
250,"BLANK","BLANK",540,"BLANK","F220930s540.CHR",2022-10-04,1899-12-31 09:34:08,"CH4",1.416,0.3212,1.7072,"ppm","CO2",1.956,107.6393,188.247,"ppm","E220930s540.CHR",2022-10-04,1899-12-31 09:34:08,"O2",1.166,3181.1676,131814.3103,"N2O",2.27,60.3327,0.0485,"ppm",272.716773522489,0,0.204835118167965,154822.877370853
251,"Ambient 210811","Amb18",541,"541g","F220930s541.CHR",2022-10-04,1899-12-31 09:39:32,"CH4",1.41,0.404,2.0653,"ppm","CO2",1.95,169.4616,416.7266,"ppm","E220930s541.CHR",2022-10-04,1899-12-31 09:39:32,"O2",1.16,3531.7019,175885.4304,"N2O",2.256,80.7686,0.1323,"ppm",500.957299769802,0,0.284142786377766,194041.969362427
252,"BLANK","BLANK",542,"BLANK","F220930s542.CHR",2022-10-04,1899-12-31 09:44:57,"CH4",1.416,0.366,1.9009,"ppm","CO2",1.953,104.2964,175.8925,"ppm","E220930s542.CHR",2022-10-04,1899-12-31 09:44:57,"O2",1.166,3124.7836,126341.8154,"N2O",2.27,57.6678,0.0376,"ppm",260.385172605729,0,0.194495934726735,148880.25316422
253,"Check Standard","CHECK",543,"ChkStd19","F220930s543.CHR",2022-10-04,1899-12-31 09:50:21,"CH4",1.406,0.6696,3.2141,"ppm","CO2",1.95,166.3703,405.3019,"ppm","E220930s543.CHR",2022-10-04,1899-12-31 09:50:21,"O2",1.163,3782.4195,212860.9494,"N2O",2.26,94.8416,0.19,"ppm",489.536268275481,0,0.338779108798472,224496.763082162
254,"BLANK","BLANK",544,"BLANK","F220930s544.CHR",2022-10-04,1899-12-31 09:55:45,"CH4",1.41,0.377,1.9485,"ppm","CO2",1.95,101.6772,166.2126,"ppm","E220930s544.CHR",2022-10-04,1899-12-31 09:55:45,"O2",1.16,3143.5577,128149.2815,"N2O",2.263,57.171,0.0356,"ppm",250.723939471074,0,0.192568538429739,150847.701868222
255,"Ambient 210812","Amb19",545,"545g","F220930s545.CHR",2022-10-04,1899-12-31 10:01:09,"CH4",1.406,0.4411,2.2258,"ppm","CO2",1.95,170.5752,420.8422,"ppm","E220930s545.CHR",2022-10-04,1899-12-31 10:01:09,"O2",1.16,3496.8253,170741.8729,"N2O",2.263,78.1722,0.1216,"ppm",505.071790176199,0,0.27406459409548,189964.308752967
256,"BLANK","BLANK",546,"BLANK","F220930s546.CHR",2022-10-04,1899-12-31 10:06:33,"CH4",1.416,0.3284,1.7383,"ppm","CO2",1.966,100.1138,160.4347,"ppm","E220930s546.CHR",2022-10-04,1899-12-31 10:06:33,"O2",1.166,3169.3191,130659.6916,"N2O",2.283,56.7276,0.0337,"ppm",244.957450923887,0,0.19084833267479,153565.684219073
257,"FRAM","WA104",547,"547g","F220930s547.CHR",2022-10-04,1899-12-31 10:11:57,"CH4",1.406,0.9891,4.596,"ppm","CO2",1.95,233.9603,655.0974,"ppm","E220930s547.CHR",2022-10-04,1899-12-31 10:11:57,"O2",1.156,3504.7792,171914.9042,"N2O",2.263,82.5179,0.1395,"ppm",739.452243851723,0,0.290933214650571,190890.838924545
258,"BLANK","BLANK",548,"BLANK","F220930s548.CHR",2022-10-04,1899-12-31 10:17:21,"CH4",1.406,0.377,1.9485,"ppm","CO2",1.95,100.3868,161.4436,"ppm","E220930s548.CHR",2022-10-04,1899-12-31 10:17:21,"O2",1.156,3054.269,119912.4322,"N2O",2.263,57.3661,0.0364,"ppm",245.964375657014,0,0.19332545007341,141591.002271925
259,"CAOV","SH1",549,"549g","F220930s549.CHR",2022-10-04,1899-12-31 10:22:45,"CH4",1.406,6603.8654,28563.4933,"ppm","CO2",1.97,7202.1048,26407.5927,"ppm","E220930s549.CHR",2022-10-04,1899-12-31 10:22:45,"O2",1.163,3146.1464,128401.5465,"N2O",2.266,226.3326,0.7289,"ppm",28751.638178137,36121.5586866508,0.85013268381412,151119.86878382
260,"BLANK","BLANK",550,"BLANK","F220930s550.CHR",2022-10-04,1899-12-31 10:28:10,"CH4",1.403,0.546,2.6795,"ppm","CO2",1.943,80.1521,86.6613,"ppm","E220930s550.CHR",2022-10-04,1899-12-31 10:28:10,"O2",1.16,2694.402,91791.9481,"N2O",2.256,45.0406,0,"ppm",171.349850711947,0,0.145514046954995,106860.261612577
261,"TSCA","H6",551,"551g","F220930s551.CHR",2022-10-04,1899-12-31 10:33:34,"CH4",1.406,0.7169,3.4187,"ppm","CO2",1.95,490.0257,1601.4502,"ppm","E220930s551.CHR",2022-10-04,1899-12-31 10:33:34,"O2",1.16,3495.5954,170560.4888,"N2O",2.256,91.1176,0.1747,"ppm",1690.06039094253,0,0.32431950411535,189821.220836176
262,"BLANK","BLANK",552,"BLANK","F220930s552.CHR",2022-10-04,1899-12-31 10:38:59,"CH4",1.413,0.3698,1.9174,"ppm","CO2",1.953,101.0264,163.8074,"ppm","E220930s552.CHR",2022-10-04,1899-12-31 10:38:59,"O2",1.166,3047.4164,119324.4436,"N2O",2.27,57.6892,0.0377,"ppm",248.323483216126,0,0.19457895913921,140891.087105913
263,"TSCA","H7",553,"553g","F220930s553.CHR",2022-10-04,1899-12-31 10:44:23,"CH4",1.403,17.021,73.9375,"ppm","CO2",1.946,985.2994,3431.8562,"ppm","E220930s553.CHR",2022-10-04,1899-12-31 10:44:23,"O2",1.156,3351.136,150518.4129,"N2O",2.25,104.9822,0.2315,"ppm",3545.75427221717,56.8242056777845,0.378159499648106,173350.229865364
264,"BLANK","BLANK",554,"BLANK","F220930s554.CHR",2022-10-04,1899-12-31 10:49:49,"CH4",1.406,0.357,1.862,"ppm","CO2",1.95,100.764,162.8377,"ppm","E220930s554.CHR",2022-10-04,1899-12-31 10:49:49,"O2",1.16,3111.9615,125171.7095,"N2O",2.266,57.2526,0.0359,"ppm",247.355639680563,0,0.19288511407809,147543.009309823
265,"TSCA","H304",555,"555g","F220930s555.CHR",2022-10-04,1899-12-31 10:55:14,"CH4",1.406,0.54,2.6535,"ppm","CO2",1.963,4920.8886,17976.796,"ppm","E220930s555.CHR",2022-10-04,1899-12-31 10:55:14,"O2",1.156,3214.7616,135215.708,"N2O",2.26,208.432,0.6556,"ppm",19090.9701585974,0,0.780427986614246,158411.732632
266,"BLANK","BLANK",556,"BLANK","F220930s556.CHR",2022-10-04,1899-12-31 11:00:38,"CH4",1.413,0.253,1.4122,"ppm","CO2",1.963,111.2392,201.5514,"ppm","E220930s556.CHR",2022-10-04,1899-12-31 11:00:38,"O2",1.166,3162.6053,130005.4418,"N2O",2.276,55.581,0.029,"ppm",285.997565634249,0,0.186400088146624,152855.298983586
267,"Lab Air Blank","NA",557,"Std 155","F220930s557.CHR",2022-10-04,1899-12-31 11:06:02,"CH4",1.406,0.3794,1.9589,"ppm","CO2",1.95,110.2408,197.8615,"ppm","E220930s557.CHR",2022-10-04,1899-12-31 11:06:02,"O2",1.156,3145.2237,128311.6307,"N2O",2.263,60.839,0.0506,"ppm",282.314137916844,0,0.20679951483855,151022.834804161
268,"BLANK","BLANK",558,"Std 156","F220930s558.CHR",2022-10-04,1899-12-31 11:11:26,"CH4",1.406,0.3852,1.984,"ppm","CO2",1.95,126.393,257.556,"ppm","E220930s558.CHR",2022-10-04,1899-12-31 11:11:26,"O2",1.156,3216.5884,135406.6842,"N2O",2.263,64.5996,0.066,"ppm",341.91616410389,0,0.2213910117537,158607.921850624
269,"N2","NA",559,"Std 157","F220930s559.CHR",2022-10-04,1899-12-31 11:16:50,"CH4",0,0,0,"ppm","CO2",1.946,38.7636,0,"ppm","E220930s559.CHR",2022-10-04,1899-12-31 11:16:50,"O2",1.153,NA,1353.1927,"N2O",2.263,16.7868,0,"ppm",18.8485721544245,0,0.0359672269817272,0
270,"Lab Air Blank","NA",560,"Std 158","F220930s560.CHR",2022-10-04,1899-12-31 11:22:14,"CH4",1.416,0.3374,1.7772,"ppm","CO2",1.96,114.8784,215.0009,"ppm","E220930s560.CHR",2022-10-04,1899-12-31 11:22:14,"O2",1.166,3085.5537,122761.8138,"N2O",2.273,59.3333,0.0444,"ppm",299.42455134329,0,0.200957607157241,144805.402419104
271,"SB1","NA",561,"Std 159","F220930s561.CHR",2022-10-04,1899-12-31 11:27:38,"CH4",1.406,0.2436,1.3715,"ppm","CO2",1.956,86.287,109.3343,"ppm","E220930s561.CHR",2022-10-04,1899-12-31 11:27:38,"O2",1.166,3329.8785,147917.5072,"N2O",2.27,57.3681,0.0364,"ppm",193.968047047354,0,0.193333209308369,170982.658096852
272,"Lab Air Blank","NA",562,"Std 160","F220930s562.CHR",2022-10-04,1899-12-31 11:33:02,"CH4",1.416,0.3244,1.721,"ppm","CO2",1.963,106.0218,182.2692,"ppm","E220930s562.CHR",2022-10-04,1899-12-31 11:33:02,"O2",1.166,3162.3288,129978.4973,"N2O",2.276,56.727,0.0337,"ppm",266.749860922454,0,0.190846004938774,152826.073416707
273,"SB2","NA",563,"Std 161","F220930s563.CHR",2022-10-04,1899-12-31 11:38:26,"CH4",1.41,0.6466,3.1146,"ppm","CO2",1.953,161.7446,388.2065,"ppm","E220930s563.CHR",2022-10-04,1899-12-31 11:38:26,"O2",1.16,3773.6948,211574.2415,"N2O",2.266,92.0748,0.1786,"ppm",472.447921242014,0,0.328036016139959,223403.305156109
274,"Lab Air Blank","NA",564,"Std 162","F220930s564.CHR",2022-10-04,1899-12-31 11:43:51,"CH4",1.413,0.3512,1.8369,"ppm","CO2",1.96,119.0883,230.5596,"ppm","E220930s564.CHR",2022-10-04,1899-12-31 11:43:51,"O2",1.166,3164.8158,130220.8517,"N2O",2.273,59.2456,0.0441,"ppm",314.958674049893,0,0.200617349565122,153089.032627209
275,"SB3","NA",565,"Std 163","F220930s565.CHR",2022-10-04,1899-12-31 11:49:15,"CH4",1.416,4.6824,20.5703,"ppm","CO2",1.963,606.4807,2031.8384,"ppm","E220930s565.CHR",2022-10-04,1899-12-31 11:49:15,"O2",1.166,3475.6018,167611.8576,"N2O",2.273,145.7404,0.3986,"ppm",2124.37237200014,2.67739988969312,0.53653458585612,187501.909316556
276,"Lab Air Blank","NA",566,"Std 164","F220930s566.CHR",2022-10-04,1899-12-31 11:54:39,"CH4",1.406,0.3238,1.7184,"ppm","CO2",1.95,104.9532,178.3199,"ppm","E220930s566.CHR",2022-10-04,1899-12-31 11:54:39,"O2",1.156,3036.6998,118404.9036,"N2O",2.26,56.1226,0.0313,"ppm",262.807956758378,0,0.188501215276907,139799.510372693
277,"SB4","NA",567,"Std 165","F220930s567.CHR",2022-10-04,1899-12-31 12:00:03,"CH4",1.41,46.7314,202.4415,"ppm","CO2",1.956,1432.3396,5084.0035,"ppm","E220930s567.CHR",2022-10-04,1899-12-31 12:00:03,"O2",1.16,3500.6276,171302.6314,"N2O",2.263,652.0182,2.4738,"ppm",5240.03614005807,187.4113039387,2.51622498849028,190406.977595044
278,"Lab Air Blank","NA",568,"Std 166","F220930s568.CHR",2022-10-04,1899-12-31 12:05:28,"CH4",1.41,0.4512,2.2695,"ppm","CO2",1.95,117.5108,224.7296,"ppm","E220930s568.CHR",2022-10-04,1899-12-31 12:05:28,"O2",1.16,3157.1552,129474.3377,"N2O",2.266,63.0947,0.0598,"ppm",309.137661693577,0,0.215551699707419,152279.682522146
279,"SB5","NA",569,"Std 167","F220930s569.CHR",2022-10-04,1899-12-31 12:10:52,"CH4",1.406,1146.8774,4960.8158,"ppm","CO2",1.96,2665.1259,9640.0691,"ppm","E220930s569.CHR",2022-10-04,1899-12-31 12:10:52,"O2",1.16,3451.5326,164062.162,"N2O",2.26,1273.6594,5.0218,"ppm",10007.2199510309,5227.63762891259,4.97850081604627,184726.727413918
280,"Lab Air Blank","NA",570,"Std 168","F220930s570.CHR",2022-10-04,1899-12-31 12:16:16,"CH4",1.416,2.2746,10.1561,"ppm","CO2",1.96,136.9508,296.5749,"ppm","E220930s570.CHR",2022-10-04,1899-12-31 12:16:16,"O2",1.166,3182.3402,131928.5784,"N2O",2.273,64.7578,0.0667,"ppm",380.88763926849,0,0.222004871108673,154947.540343127
281,"SB6","NA",571,"Std 169","F220930s571.CHR",2022-10-04,1899-12-31 12:21:41,"CH4",1.39,9895.6301,42801.1021,"ppm","CO2",1.953,11688.6898,42988.8733,"ppm","E220930s571.CHR",2022-10-04,1899-12-31 12:21:41,"O2",1.156,1186.3848,10315.5376,"N2O",2.266,4905.4055,19.9079,"ppm",49143.6193274982,59500.4484108296,20.0571547253631,6234.556799462
282,"Lab Air Blank","NA",572,"Std 170","F220930s572.CHR",2022-10-04,1899-12-31 12:27:05,"CH4",1.403,5.7764,25.3021,"ppm","CO2",1.943,105.5925,180.6826,"ppm","E220930s572.CHR",2022-10-04,1899-12-31 12:27:05,"O2",1.156,2835.4132,102079.7904,"N2O",2.256,56.6478,0.0334,"ppm",265.166225417073,7.47629175959316,0.190538744068468,119977.173323873
283,"Lab Air Blank","NA",573,"Std 171","F220930s573.CHR",2022-10-04,1899-12-31 12:32:29,"CH4",1.413,0.376,1.9442,"ppm","CO2",1.963,105.4196,180.0436,"ppm","E220930s573.CHR",2022-10-04,1899-12-31 12:32:29,"O2",1.163,3187.3163,132413.492,"N2O",2.276,59.4024,0.0447,"ppm",264.52842311109,0,0.201225701139906,155477.053792691
284,"Lab Air Blank","NA",574,"Std 172","F220930s574.CHR",2022-10-04,1899-12-31 12:37:53,"CH4",1.406,0.391,2.0091,"ppm","CO2",1.953,109.427,194.8539,"ppm","E220930s574.CHR",2022-10-04,1899-12-31 12:37:53,"O2",1.16,3208.142,134523.686,"N2O",2.266,64.4042,0.0652,"ppm",279.311828237688,0,0.220632809306257,157701.712066144
285,"Outdoor Air 1","NA",575,"Std 173","F220930s575.CHR",2022-10-04,1899-12-31 12:43:17,"CH4",0,0,0,"ppm","CO2",1.95,13.2904,0,"ppm","E220930s575.CHR",2022-10-04,1899-12-31 12:43:17,"O2",1.153,888.4296,0,"N2O",2.256,5.8718,0,"ppm",0,0,0,0
286,"Lab Air Blank","NA",576,"Std 174","F220930s576.CHR",2022-10-04,1899-12-31 12:48:41,"CH4",1.41,0.336,1.7712,"ppm","CO2",1.953,96.7407,147.9686,"ppm","E220930s576.CHR",2022-10-04,1899-12-31 12:48:41,"O2",1.156,3020.0141,116973.1838,"N2O",2.27,56.919,0.0345,"ppm",232.516777247843,0,0.191590882113808,138107.220426022
287,"Outdoor Air 2","NA",577,"Std 175","F220930s577.CHR",2022-10-04,1899-12-31 12:54:06,"CH4",1.406,0.1702,1.0541,"ppm","CO2",1.95,34.8635,0,"ppm","E220930s577.CHR",2022-10-04,1899-12-31 12:54:06,"O2",1.16,1757.4992,37046.3092,"N2O",2.266,18.9642,0,"ppm",4.48624596405134,0,0.0444069843796723,35811.7521083385
288,"Lab Air Blank","NA",578,"Std 176","F220930s578.CHR",2022-10-04,1899-12-31 12:59:30,"CH4",1.416,0.3972,2.0359,"ppm","CO2",1.956,116.0204,219.2215,"ppm","E220930s578.CHR",2022-10-04,1899-12-31 12:59:30,"O2",1.166,3219.8394,135746.5482,"N2O",2.27,67.1761,0.0766,"ppm",303.63825999094,0,0.231388817604447,158957.326266946
289,"Outdoor Air 3","NA",579,"Std 177","F220930s579.CHR",2022-10-04,1899-12-31 13:04:55,"CH4",1.413,0.2588,1.4373,"ppm","CO2",1.956,55.3644,0,"ppm","E220930s579.CHR",2022-10-04,1899-12-31 13:04:55,"O2",1.163,2189.3055,60021.5746,"N2O",2.266,29.6764,0,"ppm",79.9975034736278,0,0.0859344336481257,65079.4936188571
290,"Lab Air Blank","NA",580,"Std 178","F220930s580.CHR",2022-10-04,1899-12-31 13:10:19,"CH4",1.403,0.3844,1.9805,"ppm","CO2",1.946,111.1694,201.2934,"ppm","E220930s580.CHR",2022-10-04,1899-12-31 13:10:19,"O2",1.16,3108.535,124859.0175,"N2O",2.26,66.2246,0.0727,"ppm",285.740047384057,0,0.227696564107503,147186.540129411
291,"Outdoor Air 4","NA",581,"Std 179","F220930s581.CHR",2022-10-04,1899-12-31 13:15:44,"CH4",1.42,0.2854,1.5523,"ppm","CO2",1.966,75.5752,69.7462,"ppm","E220930s581.CHR",2022-10-04,1899-12-31 13:15:44,"O2",1.166,2695.0044,91833.6677,"N2O",2.28,45.1268,0,"ppm",154.477948024692,0,0.145848374900242,106914.948438468
292,"Lab Air Blank","NA",582,"Std 180","F220930s582.CHR",2022-10-04,1899-12-31 13:21:08,"CH4",1.406,0.439,2.2167,"ppm","CO2",1.953,114.9076,215.1088,"ppm","E220930s582.CHR",2022-10-04,1899-12-31 13:21:08,"O2",1.156,3355.318,151030.0905,"N2O",2.263,66.8893,0.0754,"ppm",299.532290915573,0,0.230275894380882,173817.69991878
293,"Outdoor Air 5","NA",583,"Std 181","F220930s583.CHR",2022-10-04,1899-12-31 13:26:32,"CH4",1.42,0.4117,2.0986,"ppm","CO2",1.966,97.8046,151.9005,"ppm","E220930s583.CHR",2022-10-04,1899-12-31 13:26:32,"O2",1.166,3102.776,124333.4686,"N2O",2.28,60.2336,0.0481,"ppm",236.44054258737,0,0.204450622125673,146588.257365563
294,"Lab Air Blank","NA",584,"Std 182","F220930s584.CHR",2022-10-04,1899-12-31 13:31:56,"CH4",1.416,0.431,2.1821,"ppm","CO2",1.963,118.793,229.4683,"ppm","E220930s584.CHR",2022-10-04,1899-12-31 13:31:56,"O2",1.166,3491.4434,169948.157,"N2O",2.28,74.2996,0.1058,"ppm",313.868992701046,0,0.259033825735078,189338.52888979
295,"Outdoor Air 6","NA",585,"Std 183","F220930s585.CHR",2022-10-04,1899-12-31 13:37:20,"CH4",1.406,0.4287,2.1721,"ppm","CO2",1.953,112.8278,207.4224,"ppm","E220930s585.CHR",2022-10-04,1899-12-31 13:37:20,"O2",1.16,3234.9179,137322.8753,"N2O",2.27,66.8107,0.0751,"ppm",291.858624681335,0,0.229970889514999,160582.309662512
296,"Lab Air Blank","NA",586,"Std 184","F220930s586.CHR",2022-10-04,1899-12-31 13:42:44,"CH4",1.416,0.3622,1.8845,"ppm","CO2",1.966,101.4436,165.3493,"ppm","E220930s586.CHR",2022-10-04,1899-12-31 13:42:44,"O2",1.166,3254.9002,139411.8523,"N2O",2.28,61.996,0.0553,"ppm",249.862308419323,0,0.211288653087091,162746.937704165
297,"Outdoor Air 7","NA",587,"Std 185","F220930s587.CHR",2022-10-04,1899-12-31 13:48:09,"CH4",1.406,0.519,2.5627,"ppm","CO2",1.953,135.5577,291.4264,"ppm","E220930s587.CHR",2022-10-04,1899-12-31 13:48:09,"O2",1.16,3540.9244,177245.5532,"N2O",2.266,85.0269,0.1497,"ppm",375.744774198873,0,0.300673124151368,195126.719343523
298,"Lab Air Blank","NA",588,"Std 186","F220930s588.CHR",2022-10-04,1899-12-31 13:53:33,"CH4",1.42,0.3068,1.6449,"ppm","CO2",1.966,87.027,112.0692,"ppm","E220930s588.CHR",2022-10-04,1899-12-31 13:53:33,"O2",1.166,3068.6316,121217.5543,"N2O",2.28,54.7206,0.0255,"ppm",196.696517917519,0,0.183062236504868,143062.83696226
299,"Lab Air Blank","NA",589,"Std 187","F220930s589.CHR",2022-10-04,1899-12-31 13:58:57,"CH4",1.413,0.3748,1.939,"ppm","CO2",1.963,89.6917,121.9173,"ppm","E220930s589.CHR",2022-10-04,1899-12-31 13:58:57,"O2",1.163,3095.9631,123711.744,"N2O",2.28,54.7414,0.0256,"ppm",206.522009904493,0,0.183142927624699,145881.85422173
300,"Lab Air Blank","NA",590,"Std 188","F220930s590.CHR",2022-10-04,1899-12-31 14:04:22,"CH4",1.41,37.52,162.6002,"ppm","CO2",1.953,215.1977,585.7556,"ppm","E220930s590.CHR",2022-10-04,1899-12-31 14:04:22,"O2",1.16,3553.8972,179158.7656,"N2O",2.27,97.2918,0.2,"ppm",670.034995062163,146.893035905893,0.348293462417929,196657.170448041
301,"Oxygen Standard 1","NA",591,"Std 189","F220930s591.CHR",2022-10-04,1899-12-31 14:09:46,"CH4",1.416,0.1666,1.0385,"ppm","CO2",1.963,44.2012,0,"ppm","E220930s591.CHR",2022-10-04,1899-12-31 14:09:46,"O2",1.163,1100.688,6559.2183,"N2O",2.276,17.6894,0,"ppm",38.8751514955239,0,0.0394657171704511,2693.91336569363
302,"Lab Air Blank","NA",592,"Std 190","F220930s592.CHR",2022-10-04,1899-12-31 14:15:11,"CH4",1.413,0.413,2.1042,"ppm","CO2",1.956,111.691,203.2211,"ppm","E220930s592.CHR",2022-10-04,1899-12-31 14:15:11,"O2",1.166,3118.0944,125731.3793,"N2O",2.273,62.2412,0.0563,"ppm",287.664435253599,0,0.212240039914631,148181.968270071
303,"Oxygen Standard 2","NA",593,"Std 191","F220930s593.CHR",2022-10-04,1899-12-31 14:20:35,"CH4",0,0,0,"ppm","CO2",1.95,46.178,0,"ppm","E220930s593.CHR",2022-10-04,1899-12-31 14:20:35,"O2",1.156,1652.9172,31870.5053,"N2O",2.263,16.6976,0,"ppm",46.1563408534418,0,0.0356214905098198,29617.646309874
304,"Lab Air Blank","NA",594,"Std 192","F220930s594.CHR",2022-10-04,1899-12-31 14:25:59,"CH4",1.416,0.3758,1.9433,"ppm","CO2",1.963,113.0619,208.2876,"ppm","E220930s594.CHR",2022-10-04,1899-12-31 14:25:59,"O2",1.166,3107.7254,124785.1358,"N2O",2.276,61.006,0.0513,"ppm",292.722344305066,0,0.20744746427576,147102.369670534
305,"Oxygen Standard 3","NA",595,"Std 193","F220930s595.CHR",2022-10-04,1899-12-31 14:31:23,"CH4",0,0,0,"ppm","CO2",1.963,43.8271,0,"ppm","E220930s595.CHR",2022-10-04,1899-12-31 14:31:23,"O2",1.163,2272.37,64844.1173,"N2O",2.273,18.3183,0,"ppm",37.4972613462693,0,0.0419033855871085,71391.5011430992
306,"Lab Air Blank","NA",596,"Std 194","F220930s596.CHR",2022-10-04,1899-12-31 14:36:47,"CH4",1.42,0.373,1.9312,"ppm","CO2",1.966,109.117,193.7082,"ppm","E220930s596.CHR",2022-10-04,1899-12-31 14:36:47,"O2",1.166,3178.053,131510.7972,"N2O",2.28,63.0797,0.0598,"ppm",278.168177457506,0,0.215493497740364,154491.966883087
307,"Oxygen Standard 4","NA",597,"Std 195","F220930s597.CHR",2022-10-04,1899-12-31 14:42:12,"CH4",0,0,0,"ppm","CO2",1.97,42.2868,0,"ppm","E220930s597.CHR",2022-10-04,1899-12-31 14:42:12,"O2",1.166,2896.4347,106762.0073,"N2O",2.286,16.028,0,"ppm",31.8241428448627,0,0.0330261642018894,125849.985981965
